GeneID,Symbol,Description,dirsign,BCC count,BCC proportion,SCC count,SCC proportion,Proportion_Test Rank,HG_Test Rank,StudentT Rank,Minimal Rank
10209,EIF1,eukaryotic translation initiation factor 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,8847.0,8415.0
2520,GAST,gastrin,DOWN,9.0,0.36,5.0,0.5,5680.0,5087.0,18793.0,5087.0
9001,HAP1,huntingtin associated protein 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13738.0,8415.0
3728,JUP,junction plakoglobin,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,8318.0,8318.0
10609,P3H4,prolyl 3-hydroxylase family member 4 (inactive),DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,12735.0,8415.0
60681,FKBP10,FKBP prolyl isomerase 10,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,7475.0,7475.0
115024,NT5C3B,"5'-nucleotidase, cytosolic IIIB",DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,12381.0,8415.0
317719,KLHL10,kelch like family member 10,UP,21.0,0.84,2.0,0.2,415.0,350.0,8507.0,350.0
55175,KLHL11,kelch like family member 11,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1570.0,1570.0
47,ACLY,ATP citrate lyase,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,6604.0,6604.0
83538,ODAD4,outer dynein arm docking complex subunit 4,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,536.0,536.0
1267,CNP,"2',3'-cyclic nucleotide 3' phosphodiesterase",DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4065.0,4065.0
7266,DNAJC7,DnaJ heat shock protein family (Hsp40) member C7,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13933.0,8415.0
28511,NKIRAS2,NFKB inhibitor interacting Ras like 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,8096.0,8096.0
201181,ZNF385C,zinc finger protein 385C,UP,25.0,1.0,9.0,0.9,2891.0,4101.0,539.0,539.0
79132,DHX58,DExH-box helicase 58,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,21075.0,8415.0
2648,KAT2A,lysine acetyltransferase 2A,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,3962.0,3962.0
94086,HSPB9,heat shock protein family B (small) member 9,UP,7.0,0.28,2.0,0.2,7363.0,5925.0,19407.0,5925.0
5878,RAB5C,"RAB5C, member RAS oncogene family",DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,7767.0,7767.0
105371781,RAB5C-AS1,RAB5C antisense RNA 1,UP,19.0,0.76,4.0,0.4,2170.0,1781.0,12147.0,1781.0
23415,KCNH4,potassium voltage-gated channel subfamily H member 4,DOWN,11.0,0.44,5.0,0.5,7724.0,6723.0,22799.0,6723.0
3060,HCRT,hypocretin neuropeptide precursor,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
84514,GHDC,GH3 domain containing,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5633.0,5633.0
6777,STAT5B,signal transducer and activator of transcription 5B,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,613.0,613.0
6776,STAT5A,signal transducer and activator of transcription 5A,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5072.0,5072.0
6774,STAT3,signal transducer and activator of transcription 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,21315.0,8415.0
284119,CAVIN1,caveolae associated protein 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,17836.0,8415.0
535,ATP6V0A1,ATPase H+ transporting V0 subunit a1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,8967.0,8415.0
100847030,MIR548AT,microRNA 548at,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
100847046,MIR5010,microRNA 5010,UP,23.0,0.92,9.0,0.9,7952.0,7419.0,14274.0,7419.0
4669,NAGLU,N-acetyl-alpha-glucosaminidase,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,10155.0,8415.0
108783654,HSD17B1-AS1,HSD17B1 antisense RNA 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,23041.0,8415.0
3292,HSD17B1,hydroxysteroid 17-beta dehydrogenase 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13403.0,8415.0
80347,COASY,Coenzyme A synthase,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9128.0,8415.0
6945,MLX,MAX dimerization protein MLX,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,12784.0,8415.0
29893,PSMC3IP,PSMC3 interacting protein,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,8826.0,8415.0
162427,RETREG3,reticulophagy regulator family member 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9815.0,8415.0
7283,TUBG1,tubulin gamma 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,22141.0,8415.0
27175,TUBG2,tubulin gamma 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1683.0,1683.0
79990,PLEKHH3,"pleckstrin homology, MyTH4 and FERM domain containing H3",DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,19464.0,8415.0
2826,CCR10,C-C motif chemokine receptor 10,UP,17.0,0.68,2.0,0.2,1232.0,1021.0,11055.0,1021.0
8506,CNTNAP1,contactin associated protein 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1355.0,1355.0
2145,EZH1,enhancer of zeste 1 polycomb repressive complex 2 subunit,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1385.0,1385.0
102466195,MIR6780A,microRNA 6780a,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
100190938,RAMP2-AS1,RAMP2 antisense RNA 1,UP,25.0,1.0,9.0,0.9,2891.0,4101.0,3727.0,2891.0
10266,RAMP2,receptor activity modifying protein 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,6501.0,6501.0
84313,VPS25,vacuolar protein sorting 25 homolog,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,6052.0,6052.0
65266,WNK4,WNK lysine deficient protein kinase 4,UP,25.0,1.0,9.0,0.9,2891.0,4101.0,1043.0,1043.0
28958,COA3,cytochrome c oxidase assembly factor 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9455.0,8415.0
124817,CNTD1,cyclin N-terminal domain containing 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9257.0,8415.0
8678,BECN1,beclin 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,8529.0,8415.0
102465468,MIR6781,microRNA 6781,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
10197,PSME3,proteasome activator subunit 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,17657.0,8415.0
314,AOC2,amine oxidase copper containing 2,UP,25.0,1.0,9.0,0.9,2891.0,4101.0,13288.0,2891.0
8639,AOC3,amine oxidase copper containing 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,7719.0,7719.0
90586,AOC4P,"amine oxidase copper containing 4, pseudogene",UP,17.0,0.68,0.0,0.0,402.0,269.0,9769.0,269.0
2538,G6PC1,glucose-6-phosphatase catalytic subunit 1,UP,13.0,0.52,4.0,0.4,7060.0,5455.0,21346.0,5455.0
100885850,PTGES3L-AARSD1,PTGES3L-AARSD1 readthrough,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,8924.0,8415.0
80755,AARSD1,alanyl-tRNA synthetase domain containing 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,8124.0,8124.0
100885848,PTGES3L,prostaglandin E synthase 3 like,UP,25.0,1.0,8.0,0.8,1508.0,2037.0,22603.0,1508.0
146923,RUNDC1,RUN domain containing 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5116.0,5116.0
6155,RPL27,ribosomal protein L27,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5649.0,5649.0
3430,IFI35,interferon induced protein 35,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,19710.0,8415.0
10493,VAT1,vesicle amine transport 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,7465.0,7465.0
8153,RND2,Rho family GTPase 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,980.0,980.0
672,BRCA1,BRCA1 DNA repair associated,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,10793.0,8415.0
10230,NBR2,neighbor of BRCA1 lncRNA 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5245.0,5245.0
4077,NBR1,NBR1 autophagy cargo receptor,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,744.0,744.0
113277,TMEM106A,transmembrane protein 106A,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13462.0,8415.0
100874261,CCDC200,coiled-coil domain containing 200,UP,21.0,0.84,8.0,0.8,7780.0,6951.0,16456.0,6951.0
6066,RNU2-1,"RNA, U2 small nuclear 1",DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
379,ARL4D,ADP ribosylation factor like GTPase 4D,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,14370.0,8415.0
106660605,MIR2117HG,MIR2117 host gene,DOWN,10.0,0.4,7.0,0.7,2891.0,2614.0,7613.0,2614.0
100313779,MIR2117,microRNA 2117,DOWN,2.0,0.08,7.0,0.7,366.0,334.0,3852.0,334.0
1659,DHX8,DEAH-box helicase 8,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,2748.0,2748.0
2118,ETV4,ETS variant transcription factor 4,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,3583.0,3583.0
4222,MEOX1,mesenchyme homeobox 1,UP,25.0,1.0,9.0,0.9,2891.0,4101.0,2780.0,2780.0
50964,SOST,sclerostin,UP,22.0,0.88,8.0,0.8,7194.0,5728.0,17691.0,5728.0
1845,DUSP3,dual specificity phosphatase 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9336.0,8415.0
284067,CFAP97D1,CFAP97 domain containing 1,UP,13.0,0.52,2.0,0.2,2434.0,2410.0,13059.0,2410.0
4356,MPP3,MAGUK p55 scaffold protein 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,15966.0,8415.0
146894,CD300LG,CD300 molecule like family member g,UP,23.0,0.92,8.0,0.8,4808.0,4879.0,17254.0,4808.0
4355,MPP2,MAGUK p55 scaffold protein 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1976.0,1976.0
23591,FAM215A,family with sequence similarity 215 member A,DOWN,2.0,0.08,1.0,0.1,7952.0,7283.0,23006.0,7283.0
5539,PPY,pancreatic polypeptide,DOWN,7.0,0.28,4.0,0.4,6048.0,5363.0,20486.0,5363.0
5697,PYY,peptide YY,UP,13.0,0.52,3.0,0.3,4424.0,3427.0,16785.0,3427.0
162417,NAGS,N-acetylglutamate synthase,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,15726.0,8415.0
84336,TMEM101,transmembrane protein 101,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,7020.0,7020.0
124801,LSM12,LSM12 homolog,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13388.0,8415.0
92579,G6PC3,glucose-6-phosphatase catalytic subunit 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5784.0,5784.0
10014,HDAC5,histone deacetylase 5,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1349.0,1349.0
78995,HROB,homologous recombination factor with OB-fold,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,11303.0,8415.0
92591,ASB16,ankyrin repeat and SOCS box containing 16,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1215.0,1215.0
339201,ASB16-AS1,ASB16 antisense RNA 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4713.0,4713.0
79089,TMUB2,transmembrane and ubiquitin like domain containing 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,6036.0,6036.0
56970,ATXN7L3,ataxin 7 like 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,7176.0,7176.0
101926967,ATXN7L3-AS1,ATXN7L3 antisense RNA 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13996.0,8415.0
7343,UBTF,upstream binding transcription factor,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1575.0,1575.0
102465469,MIR6782,microRNA 6782,UP,1.0,0.04,0.0,0.0,6520.0,7696.0,19787.0,6520.0
6521,SLC4A1,solute carrier family 4 member 1 (Diego blood group),UP,25.0,1.0,3.0,0.3,77.0,109.0,356.0,77.0
101926996,RUNDC3A-AS1,RUNDC3A antisense RNA 1,DOWN,24.0,0.96,10.0,1.0,6236.0,7696.0,22519.0,6236.0
10900,RUNDC3A,RUN domain containing 3A,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,18634.0,8415.0
51629,SLC25A39,solute carrier family 25 member 39,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,19570.0,8415.0
2896,GRN,granulin precursor,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5333.0,5333.0
284069,FAM171A2,family with sequence similarity 171 member A2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,285.0,285.0
3674,ITGA2B,integrin subunit alpha 2b,UP,25.0,1.0,9.0,0.9,2891.0,4101.0,16086.0,2891.0
23131,GPATCH8,G-patch domain containing 8,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1111.0,1111.0
2535,FZD2,frizzled class receptor 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,495.0,495.0
284071,MEIOC,meiosis specific with coiled-coil domain,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,12710.0,8415.0
124808,CCDC43,coiled-coil domain containing 43,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5110.0,5110.0
80174,DBF4B,DBF4 zinc finger B,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4215.0,4215.0
4185,ADAM11,ADAM metallopeptidase domain 11,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,3447.0,3447.0
10052,GJC1,gap junction protein gamma 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,720.0,720.0
51751,HIGD1B,HIG1 hypoxia inducible domain family member 1B,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9033.0,8415.0
9343,EFTUD2,elongation factor Tu GTP binding domain containing 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,12898.0,8415.0
388389,CCDC103,coiled-coil domain containing 103,UP,25.0,1.0,9.0,0.9,2891.0,4101.0,4990.0,2891.0
2670,GFAP,glial fibrillary acidic protein,UP,25.0,1.0,8.0,0.8,1508.0,2037.0,5039.0,1508.0
100528020,FAM187A,family with sequence similarity 187 member A,UP,19.0,0.76,0.0,0.0,236.0,147.0,6375.0,147.0
146909,KIF18B,kinesin family member 18B,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,16435.0,8415.0
102466734,MIR6783,microRNA 6783,DOWN,0.0,0.0,1.0,0.1,2655.0,3895.0,14900.0,2655.0
10882,C1QL1,complement C1q like 1,UP,21.0,0.84,4.0,0.4,1202.0,1071.0,13931.0,1071.0
79877,DCAKD,dephospho-CoA kinase domain containing,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,2044.0,2044.0
4836,NMT1,N-myristoyltransferase 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,10088.0,8415.0
113026,PLCD3,phospholipase C delta 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,20515.0,8415.0
102465470,MIR6784,microRNA 6784,DOWN,2.0,0.08,1.0,0.1,7952.0,7283.0,21483.0,7283.0
79777,ACBD4,acyl-CoA binding domain containing 4,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,725.0,725.0
10614,HEXIM1,HEXIM P-TEFb complex subunit 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4272.0,4272.0
124790,HEXIM2,HEXIM P-TEFb complex subunit 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,11403.0,8415.0
112268203,HEXIM2-AS1,HEXIM2 antisense RNA 1,UP,14.0,0.56,2.0,0.2,2201.0,1804.0,13734.0,1804.0
339192,FMNL1-DT,FMNL1 divergent transcript,UP,22.0,0.88,7.0,0.7,4269.0,3462.0,12611.0,3462.0
752,FMNL1,formin like 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5557.0,5557.0
107985040,FMNL1-AS1,FMNL1 antisense RNA 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,3827.0,3827.0
100133991,MAP3K14-AS1,MAP3K14 antisense RNA 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5537.0,5537.0
124783,SPATA32,spermatogenesis associated 32,UP,23.0,0.92,6.0,0.6,1813.0,1610.0,10455.0,1610.0
9020,MAP3K14,mitogen-activated protein kinase kinase kinase 14,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,7175.0,7175.0
201176,ARHGAP27,Rho GTPase activating protein 27,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,12752.0,8415.0
9842,PLEKHM1,pleckstrin homology and RUN domain containing M1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,16461.0,8415.0
100423004,MIR4315-1,microRNA 4315-1,DOWN,21.0,0.84,9.0,0.9,7410.0,6797.0,21402.0,6797.0
55073,LRRC37A4P,"leucine rich repeat containing 37 member A4, pseudogene",DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,3823.0,3823.0
644172,MAPK8IP1P2,mitogen-activated protein kinase 8 interacting protein 1 pseudogene 2,DOWN,14.0,0.56,6.0,0.6,7937.0,7026.0,22385.0,7026.0
104909134,LINC02210-CRHR1,LINC02210-CRHR1 readthrough,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,8363.0,8363.0
1394,CRHR1,corticotropin releasing hormone receptor 1,UP,20.0,0.8,0.0,0.0,136.0,97.0,7529.0,97.0
100128977,MAPT-AS1,MAPT antisense RNA 1,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
162540,SPPL2C,signal peptide peptidase like 2C,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
4137,MAPT,microtubule associated protein tau,UP,25.0,1.0,9.0,0.9,2891.0,4101.0,8653.0,2891.0
100130148,MAPT-IT1,MAPT intronic transcript 1,UP,1.0,0.04,0.0,0.0,6520.0,7696.0,19787.0,6520.0
246744,STH,saitohin,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
284058,KANSL1,KAT8 regulatory NSL complex subunit 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,3216.0,3216.0
644246,KANSL1-AS1,KANSL1 antisense RNA 1,UP,18.0,0.72,7.0,0.7,8284.0,7163.0,21554.0,7163.0
100506084,ARL17B,ADP ribosylation factor like GTPase 17B,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,7343.0,7343.0
9884,LRRC37A,leucine rich repeat containing 37A,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,6899.0,6899.0
728806,NSFP1,N-ethylmaleimide-sensitive factor pseudogene 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,16975.0,8415.0
51326,ARL17A,ADP ribosylation factor like GTPase 17A,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5531.0,5531.0
474170,LRRC37A2,leucine rich repeat containing 37 member A2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4815.0,4815.0
644297,FAM215B,family with sequence similarity 215 member B,UP,25.0,1.0,9.0,0.9,2891.0,4101.0,9607.0,2891.0
4905,NSF,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase",DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,14676.0,8415.0
7473,WNT3,Wnt family member 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,11552.0,8415.0
7484,WNT9B,Wnt family member 9B,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,17055.0,8415.0
9570,GOSR2,golgi SNAP receptor complex member 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9992.0,8415.0
100847067,MIR5089,microRNA 5089,UP,1.0,0.04,0.0,0.0,6520.0,7696.0,19787.0,6520.0
388394,RPRML,reprimo like,UP,3.0,0.12,0.0,0.0,4480.0,5128.0,17148.0,4480.0
996,CDC27,cell division cycle 27,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,11886.0,8415.0
4635,MYL4,myosin light chain 4,UP,17.0,0.68,1.0,0.1,733.0,557.0,10549.0,557.0
3690,ITGB3,integrin subunit beta 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,14055.0,8415.0
102724508,EFCAB13-DT,EFCAB13 divergent transcript,UP,21.0,0.84,4.0,0.4,1202.0,1071.0,9419.0,1071.0
124989,EFCAB13,EF-hand calcium binding domain 13,UP,25.0,1.0,9.0,0.9,2891.0,4101.0,6663.0,2891.0
653479,MRPL45P2,mitochondrial ribosomal protein L45 pseudogene 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,15225.0,8415.0
9520,NPEPPS,aminopeptidase puromycin sensitive,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,21890.0,8415.0
112268184,KPNB1-DT,KPNB1 divergent transcript,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,20569.0,8415.0
3837,KPNB1,karyopherin subunit beta 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13412.0,8415.0
9755,TBKBP1,TBK1 binding protein 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,2445.0,2445.0
30009,TBX21,T-box transcription factor 21,DOWN,21.0,0.84,9.0,0.9,7410.0,6797.0,20532.0,6797.0
114881,OSBPL7,oxysterol binding protein like 7,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,675.0,675.0
124995,MRPL10,mitochondrial ribosomal protein L10,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,11501.0,8415.0
90506,LRRC46,leucine rich repeat containing 46,UP,25.0,1.0,9.0,0.9,2891.0,4101.0,10836.0,2891.0
90507,SCRN2,secernin 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,8908.0,8415.0
80320,SP6,Sp6 transcription factor,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13520.0,8415.0
102724532,SP2-DT,SP2 divergent transcript,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,16774.0,8415.0
6668,SP2,Sp2 transcription factor,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5422.0,5422.0
100506325,SP2-AS1,SP2 antisense RNA 1,UP,21.0,0.84,8.0,0.8,7780.0,6951.0,19176.0,6951.0
55163,PNPO,pyridoxamine 5'-phosphate oxidase,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,12877.0,8415.0
79170,PRR15L,proline rich 15 like,UP,21.0,0.84,8.0,0.8,7780.0,6951.0,19449.0,6951.0
80279,CDK5RAP3,CDK5 regulatory subunit associated protein 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,3174.0,3174.0
51226,COPZ2,COPI coat complex subunit zeta 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,8819.0,8415.0
113218499,MIR10226,microRNA 10226,UP,1.0,0.04,0.0,0.0,6520.0,7696.0,19787.0,6520.0
406943,MIR152,microRNA 152,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
4779,NFE2L1,NFE2 like bZIP transcription factor 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,10749.0,8415.0
10951,CBX1,chromobox 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,579.0,579.0
29916,SNX11,sorting nexin 11,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13539.0,8415.0
8631,SKAP1,src kinase associated phosphoprotein 1,UP,24.0,0.96,9.0,0.9,6085.0,6124.0,16391.0,6085.0
100302211,MIR1203,microRNA 1203,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
105371807,SKAP1-AS2,SKAP1 antisense RNA 2,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
3211,HOXB1,homeobox B1,DOWN,4.0,0.16,5.0,0.5,2038.0,1730.0,11210.0,1730.0
3212,HOXB2,homeobox B2,DOWN,24.0,0.96,10.0,1.0,6236.0,7696.0,22119.0,6236.0
100874362,HOXB-AS1,HOXB cluster antisense RNA 1,DOWN,23.0,0.92,10.0,1.0,5510.0,6275.0,16226.0,5510.0
3213,HOXB3,homeobox B3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13797.0,8415.0
3214,HOXB4,homeobox B4,UP,22.0,0.88,8.0,0.8,7194.0,5728.0,19626.0,5728.0
406902,MIR10A,microRNA 10a,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
404266,HOXB-AS3,HOXB cluster antisense RNA 3,DOWN,6.0,0.24,7.0,0.7,1282.0,1099.0,11923.0,1099.0
3215,HOXB5,homeobox B5,DOWN,8.0,0.32,6.0,0.6,3732.0,2660.0,13864.0,2660.0
3216,HOXB6,homeobox B6,DOWN,14.0,0.56,10.0,1.0,1311.0,963.0,5217.0,963.0
3217,HOXB7,homeobox B7,DOWN,18.0,0.72,10.0,1.0,2251.0,1951.0,3829.0,1951.0
3218,HOXB8,homeobox B8,DOWN,1.0,0.04,7.0,0.7,198.0,184.0,4912.0,184.0
3219,HOXB9,homeobox B9,DOWN,2.0,0.08,6.0,0.6,600.0,604.0,6846.0,600.0
406972,MIR196A1,microRNA 196a-1,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
360205,PRAC2,PRAC2 small nuclear protein,DOWN,2.0,0.08,3.0,0.3,2628.0,2733.0,18582.0,2628.0
84366,PRAC1,PRAC1 small nuclear protein,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
100422978,MIR3185,microRNA 3185,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
10481,HOXB13,homeobox B13,DOWN,4.0,0.16,5.0,0.5,2038.0,1730.0,10580.0,1730.0
284076,TTLL6,tubulin tyrosine ligase like 6,UP,2.0,0.08,0.0,0.0,5213.0,6275.0,18335.0,5213.0
10241,CALCOCO2,calcium binding and coiled-coil domain 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,22067.0,8415.0
516,ATP5MC1,ATP synthase membrane subunit c locus 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,10328.0,8415.0
65264,UBE2Z,ubiquitin conjugating enzyme E2 Z,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,6849.0,6849.0
11267,SNF8,SNF8 subunit of ESCRT-II,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,6861.0,6861.0
2695,GIP,gastric inhibitory polypeptide,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
10642,IGF2BP1,insulin like growth factor 2 mRNA binding protein 1,DOWN,5.0,0.2,4.0,0.4,4405.0,3377.0,13611.0,3377.0
124872,B4GALNT2,"beta-1,4-N-acetyl-galactosaminyltransferase 2",DOWN,21.0,0.84,9.0,0.9,7410.0,6797.0,22161.0,6797.0
7229,TRQ-TTG1-1,tRNA-Gln (anticodon TTG) 1-1,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
2793,GNGT2,G protein subunit gamma transducin 2,UP,22.0,0.88,8.0,0.8,7194.0,5728.0,21497.0,5728.0
